database,source_id,pmid,pmcid,doi,title,abstract,authors,journal,year,record_url,nct_id,overall_status,databases_found,dedup_key
ClinicalTrials.gov,NCT06250829,,,,Analysis of Variables Predicting Pathological Complete Response and Immune Related Adverse Events in Patients With Resectable Non-Small Cell Lung Cancer Receiving Neoadjuvant Immunotherapy With Chemotherapy - A Prospective Cohort Study,"Lung cancer is the chief cause of cancer death. The new standard-of-care (SOC) in operable lung cancer combines chemotherapy and an immune-stimulating drug before the surgery (neoadjuvant approach). This results in a large increase in complete cancer clearance rates compared to chemotherapy alone (±30% with combination vs ±4% with chemotherapy alone), leading to much better long-term survival and probably many more cures. However, most still don't achieve complete clearance, and a few have increases in, or spread of, their tumors while on treatment. Therefore, we need to understand why some patients benefit (responders) and others don't benefit (non-responders) on an immunotherapy-based treatment. Also, some patients unpredictably develop severe immune-type side effects related to the immunotherapy drug, although such side effects may be associated with improved anti-cancer effects. In short, the same treatment can result in complete cancer clearance in one patient, and in a worst-case scenario may result in severe toxicity or fail to control spread/growth thus precluding surgery. The immune system obviously plays a key role in both benefit and harm, yet most of the research in this field has focused only on the cancer. We plan an in-depth study in 60 patients, focusing on the cancer as well as the patient's immune system, pre-surgery. This will enable us to identify factors predicting complete cancer clearance, and the occurrence of immune-type side effects. Using highly sophisticated resources available to us here in London, we will develop predictive models enabling better patient management (including possible avoidance of surgery), and identification of key biological differences between major responders and non-responders, to highlight important new targets for the development of even newer and better therapies. RATIONALE: For patients (pts) with stage I-IIIA NSCLC, surgical resection is the SOC. Adjuvant chemotherapy (chemo) offers modest survival benefit and there remains equipoise in the relative value of adjuvant vs neo-adjuvant chemo. Recently, Health Canada approved neo-adjuvant immunotherapy (nivolumab) with platinum-based chemo (chemo/nivo) in pts with resectable (IB-IIIA) non-small cell lung cancer (NSCLC), based on a prospective trial (CM816), showing better event-free (EFS) and overall survival (OS), and pathological complete responses (pCR), making this approach as the new SoC. pCR rates in CM816 were 24% neoadjuvant nivo/chemo compared to 2.2% neoadjuvant chemo alone. In these trials, OS benefit was especially seen in pts with tumors expressing programmed death-ligand 1 (PD-L1) and those with pCR.

We propose a prospective single cohort study to analyze the predictors of pCR in a similar-sized cohort of our pts on the same neo-adjuvant chemo/nivo but employing a range of parameters that are both broader and, in some cases, more sophisticated. We intend to make use of parameters that reflect both the tumor itself as well as the integrity of immune system of the host, obviously a critical determinant of immune-mediated efficacy, yet strangely neglected in the literature. We will then seek to develop an initial predictive model for pCR with a good sensitivity/specificity, as a prelude to refining/testing the model in future work, with a much larger sample.

Noting that immune-related adverse events (IrAE's) are strongly associated with efficacy with immunotherapy, we will not only be including the emergence of early on-treatment IrAE's in our pCR modeling, but also develop an additional model as a subsidiary aim to predict IrAE's themselves. Note the incidence of ≥ grade3 AE's was 33.5% in CM816, and there is currently no available way to predict their occurrence. This is not to suggest such a model, if successful, should be used to deny such pts immune checkpoint inhibitors, but it would allow a more informed consent process, as well as more intensive pro-active monitoring to avoid the worst outcomes of serious IrAE's (which are occasionally fatal) by early intervention.

Major Aim: Development of a model predicting pCR after neo-adjuvant chemo/nivo in pts with resectable NSCLC.

Hypothesis: That an initial model, combining predictive variables from baseline tumor characteristics, baseline factors likely to be associated with host immunity, as well as treatment-emergent events, in pts with resectable NSCLC on neoadjuvant chemo/nivo, can predict a pCR with an area under the Receiver Operator Characteristic (ROC) curve of at least 0.8.

Objectives: Primary Objectives: (1) To explore the feasibility of acquiring a combination of baseline and treatment-emergent potentially predictive variables in pts with early-stage NSCLC subject to neoadjuvant chemo/nivo; (2) To curate these variables and by uni-and multi-variate analyses, to identify those independently useful in predicting pCR in these pts; (3) To combine these independently predictive factors into a model with adequate sensitivity and specificity.

Secondary Objectives: (1) To assess outcomes in patients with resectable NSCLC treated with neoadjuvant chemo/immuno; (2) To evaluate exploratory and potential biomarkers for predicting pCR, major pathological responses (MPR), overall response rate (ORR), event-free survival (EFS), overall survival (OS) and IrAE's; (3) To assess if a post-treatment (but pre-surgery) metabolic response by F18-Fluorodeoxyglucose(FDG)-Positron emission tomography(PET)/CT and a blood-only molecular residual disease assay (ctDNA clearance) can accurately predict a pCR added to or instead of a more complex model.

Endpoints: Primary: (1) To determine the predictive power (sensitivity, specificity, ROC characteristic curves) of a model, combining variables, in predicting pCR; (2) To determine whether a similar model can be constructed to predict IrAE's

Secondary Endpoints: (1) Assess pCR, MPR, clinical objective response rates (ORR), EFS and OS; and IrAE's; (2) Exploratory the feasibility of acquiring novel potential biomarkers - e.g., Lymphocyte-activation gene 3 (LAG3), Lysine-specific histone demethylase1A (LSD1), Leukemia inhibitory factor (LIF), Interleukin 6 (IL6), Interleukin 7 (IL7).

Study Population: Participants with histologically confirmed Stage IB-IIIA NSCLC who are considered to have a resectable disease; with available baseline tumor tissue for immunohistochemistry (IHC) and next-generation sequencing (NGS) except those with known epidermal growth factor receptor (EGFR) mutations, anaplastic lymphoma kinase (ALK) or receptor tyrosine kinase (ROS1) translocation; or active, known, or suspected autoimmune disease.

Study Design: A prospective single cohort (N=60) study.

Treatment Details: Patients with resectable stage Ib-IIIa NSCLC will be treated with new SoC, 3 cycles of neoadjuvant nivolumab immunotherapy plus platinum doublet chemo.

Sample Size: Our planned accrual of 60 patients will result in approximately 15 pCRs, assuming an event rate of 25%. This will allow us to explore our potential predictors and their univariable associations with pCR and/or no-pCR outcomes. The top predictors identified in univariable analyses could be used as candidate predictors in a multivariable prediction model. This framework would allow for an exploratory multivariable model predicting no-pCR with up to 9 of the top candidate predictors identified in univariable analyses, and/or up to 3- 4 of the top candidates predicting pCR. This assumes a two-sided type I error rate of 0.0516.

Feasibility: Our centre treats an average 60 patients per year with resectable NSCLC who are eligible for neoadjuvant therapy. As such, we should be able to meet our enrollment goal in approximately 12-14 months.

Significance: A model that can predict pCR could help in identifying pts most likely to benefit from neo-adjuvant chemo/nivo. If subsequently validated such a model would have several applications including pt selection for neo-adjuvant chemo/immuno; potential avoidance of surgery in reliably-predicted pCR pts of morbid thoracotomy; identification of pts needing additional treatments (e.g. CTLA4 inhibitors, or radiotherapy); acquisition of important insights into the biological underpinnings of resistance; and most crucially, identification of novel targets or strategies to overcome resistance.",London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,ClinicalTrials.gov,2024,https://clinicaltrials.gov/study/NCT06250829,NCT06250829,UNKNOWN,,
ClinicalTrials.gov,NCT07285434,,,,"Clinical Study of the Therapeutic Effectiveness of In-silico-Designed, Machine Learning Inspired, and Quantum-molecularly Coupled Personalized Neoantigenic Vaccines Microlyvaq™ in Patients With Advanced Non-small Cell Lung Cancer","Microlyvaq™ is a first-line, non-randomized, two-arm clinical trial in advanced non-small cell lung cancer (NSCLC). In both arms, patients receive a personalized multi-epitope vaccine (Microlyvaq™) on top of standard-of-care chemo-immunotherapy, with treatment tailored by histology:

Arm 1 - Squamous NSCLC: Microlyvaq™ + carboplatin AUC 5 + paclitaxel 175 mg/m² + pembrolizumab Arm 2 - Non-squamous NSCLC: Microlyvaq™ + carboplatin AUC 5 + pemetrexed 500 mg/m² + pembrolizumab Because this is a non-randomized study, patients are assigned to arms based on tumor histology (squamous vs non-squamous), not by random allocation.

The core problem it addresses is that even with pembrolizumab plus histology-appropriate chemotherapy, many patients either never respond or respond briefly and then progress. Tumors evade by exhausting T cells, excluding them from the tumor bed, evolving antigen loss, and maintaining suppressive myeloid and stromal niches. Microlyvaq™ is designed to overcome these resistance modes by actively installing new, durable, polyfunctional anti-tumor immunity rather than relying only on pre-existing T cells.

Here's how it works. Each patient's tumor is sequenced (whole exome and RNA-seq) to identify both well-known lung cancer-associated antigens (e.g. NY-ESO-1, SOX2, p53, MAGE-A4, BRAF, BMI1, FXR1, HuD, HuC, CAGE) and private neoantigens created by that tumor's specific mutations, fusions, and splice variants. From this large antigen pool, machine learning models score each candidate epitope for that specific patient. The models consider predicted HLA class I and II presentation, how efficiently the antigen will actually be processed and displayed, whether it's expressed in tumor but not healthy tissue, how essential it is to most malignant cells (to avoid easy escape), and whether it is likely to drive functional, non-exhausted T-cell responses. This is not a generic ranking; it is individualized per patient.

The most promising epitopes then undergo a quantum molecular coupling evaluation. Instead of simply asking whether a peptide binds a given HLA, Microlyvaq™ modeling simulates the peptide-MHC complex as a physical system and approximates solutions to Ĥψ = Eψ to estimate whether the peptide will form a stable, low-energy, presentation-competent conformation that a realistic T-cell receptor can dock to without high energetic penalty. Epitopes that look good in simple binding screens but are predicted to be unstable, transient, or geometrically inaccessible to TCRs are excluded. The remaining epitope set is engineered to: (1) recruit potent CD8⁺ cytotoxic T cells that can kill tumor cells, and (2) recruit CD4⁺ Th1 helper T cells that produce IFN-γ, TNF-α, and IL-2 to sustain and support those killers. The vaccine is therefore intentionally multi-epitope, Th1-biased, and patient-specific.

Each personalized Microlyvaq™ lot is manufactured under GMP and given as a prime-boost series in sync with pembrolizumab and the appropriate chemotherapy backbone for the patient's histologic arm (carboplatin/paclitaxel for squamous; carboplatin/pemetrexed for non-squamous). Timing is deliberate: chemotherapy induces immunogenic tumor cell death and antigen release and transiently ""opens up"" the tumor microenvironment, while pembrolizumab lifts PD-1-mediated brakes on emerging T cells. Microlyvaq™ is dosed into that vulnerable window to expand vaccine-encoded clones just as new antigen is exposed and suppression is partially relieved. The goal is to generate rapid tumor shrinkage, then sustained immune pressure on residual disease, plus epitope spreading - where the immune system begins to recognize additional tumor targets beyond those in the vaccine, making escape more difficult.

The trial itself is structured as a seamless, adaptive, non-randomized Phase I/IIa study, with two predefined histology-based arms (squamous vs non-squamous) rather than randomized treatment allocations. The primary early endpoint is objective response rate (RECIST v1.1). Key secondary endpoints include progression-free survival, duration of response, and overall survival. In addition, the study incorporates real-time translational signals as decision points, including:

1. polyfunctional Th1 and CD8⁺ responses to vaccine epitopes by ELISpot/ICS,
2. durable expansion and persistence of vaccine-linked TCR clonotypes in blood and, when feasible, in tumor,
3. rapid decline in circulating tumor DNA as an early molecular marker of tumor clearance,
4. improved tumor infiltration by CD8⁺ and Th1 cells, and
5. remodeling of the tumor microenvironment away from suppressive myeloid states. If a given histology arm shows strong clinical responses plus these immune/molecular signals, that arm can seamlessly expand into survival-powered confirmation. If it does not, predefined futility rules allow that arm to stop, all within this non-randomized, adaptive framework. This is an early Phase I, non-randomized, open-label, histology-stratified, two-arm interventional study evaluating Microlyvaq™, a personalized multi-epitope peptide vaccine, in combination with first-line pembrolizumab and platinum-based chemotherapy in adults with advanced or metastatic non-small cell lung cancer (NSCLC).

Patients are assigned to treatment arm according to tumor histology only (no randomization):

* Arm 1 (Squamous NSCLC): Microlyvaq™ + carboplatin AUC 5 + paclitaxel 175 mg/m² + pembrolizumab.
* Arm 2 (Non-squamous NSCLC): Microlyvaq™ + carboplatin AUC 5 + pemetrexed 500 mg/m² + pembrolizumab, with standard folate, vitamin B12, and corticosteroid premedication.

Rationale and Unmet Need Pembrolizumab plus platinum-based chemotherapy is a standard first-line option in metastatic NSCLC and improves survival compared with chemotherapy alone. However, many patients never respond, and responders often experience early progression. Current biomarkers (e.g., PD-L1 expression or tumor mutational burden) do not reliably predict durable benefit. Major causes of failure include incomplete or exhausted tumor-reactive T-cell repertoires, stromal and vascular barriers to T-cell infiltration, immunosuppressive myeloid and cytokine milieus, metabolic constraints in the tumor microenvironment, and antigenic escape under immune pressure. Releasing PD-1-mediated inhibition, even together with chemotherapy-induced antigen release, often does not generate a sustained, diversified, polyfunctional anti-tumor immune response.

Microlyvaq™ is designed to introduce into each patient a de novo, computationally defined set of tumor-directed T-cell specificities that are tailored to the individual tumor mutational and antigenic landscape, aligned with the patient's HLA genotype, and biased toward clonally important, difficult-to-lose lesions to reduce antigen-loss escape. The vaccine is administered in a prime-boost schedule intentionally synchronized with pembrolizumab and the histology-appropriate chemotherapy backbone.

The overarching early Phase I hypothesis is that a personalized multi-epitope vaccine can be safely integrated with standard chemo-immunotherapy, will induce measurable polyfunctional T-cell responses and favorable biomarker changes, and may provide preliminary signals of deeper and more durable clinical responses than would be expected with chemo-immunotherapy alone, thereby justifying later-phase studies.

Microlyvaq™ Platform (Tumor Profiling and Epitope Selection) For each participant, tumor material is analyzed using next-generation sequencing and HLA typing to generate a patient-specific pool of candidate antigens, including private neoantigens (from non-synonymous mutations, indels, fusions or splice variants) and selected tumor-associated antigens that are overexpressed in NSCLC. An AI/machine-learning-based immunogenetic scoring system evaluates each candidate epitope with respect to predicted HLA binding, processing and presentation, tumor specificity, clonality, and likelihood of immune escape. Quantum-inspired structural modeling is then used to further prioritize peptides predicted to form stable peptide-MHC complexes that are accessible to T-cell receptors. From this process, a finite panel of class I and class II peptides is selected to compose the personalized Microlyvaq™ lot for that patient.

The epitope selection algorithm is ""context-aware"" of the planned chemotherapy backbone (carboplatin/paclitaxel in Arm 1 vs carboplatin/pemetrexed in Arm 2), recognizing that these regimens differentially shape patterns of tumor cell death, vascular and stromal remodeling, and transient changes in lymphoid and myeloid compartments. Panels are therefore optimized with respect to both the patient's tumor biology and the expected treatment-induced immune milieu.

Manufacturing and Administration Microlyvaq™ is manufactured under Good Manufacturing Practice (GMP) conditions. Selected peptides are synthesized, purified, and blended into a multi-epitope peptide formulation, with standard identity, purity, sterility, and endotoxin testing and verification of chain-of-identity and chain-of-custody. Feasibility endpoints include the proportion of enrolled patients in whom a Microlyvaq™ lot can be successfully generated and released within a clinically relevant time window from biopsy to first vaccination, as well as logistical performance across manufacturing, storage, shipping, and on-site handling.

The vaccine is administered by subcutaneous or intradermal injection (final route defined in the protocol) in a prime-boost schedule coordinated with pembrolizumab and chemotherapy (e.g., a prime in Cycle 1 followed by boosts in subsequent cycles and, where appropriate, during pembrolizumab maintenance). Standard premedication and post-dose observation are used to monitor for local and systemic reactions.

Study Objectives and Assessments Because this is an early Phase I non-randomized trial, the primary focus is on safety, tolerability, and feasibility of integrating Microlyvaq™ into standard first-line regimens for squamous and non-squamous NSCLC. Treatment-emergent adverse events, serious adverse events, and immune-related adverse events will be collected and graded using standard criteria. Feasibility measures include adherence to the planned vaccination schedule and the ability to deliver individualized vaccine lots on time.

Key secondary and exploratory objectives include evaluation of vaccine-induced CD4⁺ and CD8⁺ T-cell responses against vaccine-encoded epitopes, T-cell receptor (TCR) repertoire dynamics (clonal expansion and persistence of vaccine-linked clonotypes), circulating tumor DNA (ctDNA) kinetics, and changes in the tumor microenvironment in patients who consent to on-treatment biopsies. Preliminary anti-tumor activity (e.g., overall response rate, duration of response, progression-free survival and overall survival per RECIST v1.1) will be described separately in each arm; the study is not powered for formal inter-arm comparisons.

Patient Population and Treatment Eligible patients are adults with advanced (stage IIIB/IIIC) or metastatic (stage IV) NSCLC who are candidates for first-line pembrolizumab plus platinum-based chemotherapy according to local standards, have ECOG performance status 0-1, adequate organ function, and sufficient tumor tissue for sequencing and HLA typing. Patients with squamous histology are assigned to Arm 1; those with non-squamous histology (e.g., adenocarcinoma or large-cell) are assigned to Arm 2. Key exclusions include prior PD-1/PD-L1/CTLA-4 blockade in the metastatic setting, uncontrolled CNS metastases, and clinically significant active autoimmune disease. Full eligibility criteria are specified elsewhere in the protocol.

Safety Monitoring and Oversight Patients will undergo regular clinical evaluations, laboratory testing, and radiologic assessments. Dosing of Microlyvaq™, pembrolizumab, and chemotherapy may be withheld, modified, or discontinued according to protocol-defined criteria in the event of toxicity. Immune-related toxicities will be managed in accordance with contemporary guidelines for checkpoint inhibitors, with additional guidance for suspected vaccine-related events. An independent Data Safety Monitoring Board (DSMB) will periodically review accumulating safety, feasibility, and emerging efficacy/biomarker data and may recommend modification, temporary suspension, or early termination of one or both histology-defined arms if warranted.

Sample Size and Design Summary The initial safety cohort will enroll 12 patients who will be evaluable for toxicity. If no Microlyvaq™-related adverse event of \> Grade 2 is observed in more than 3 patients and no Grade 4 Microlyvaq™-related toxicity is observed in any patient, enrollment may expand to a total of 30 patients across both non-randomized arms. Data from this early Phase I study are intended to support the feasibility, safety, and biological activity of Microlyvaq™ and to guide the design of subsequent Phase Ib/II trials in squamous and non-squamous NSCLC.",Biogenea Pharmaceuticals Ltd.,ClinicalTrials.gov,2025,https://clinicaltrials.gov/study/NCT07285434,NCT07285434,ENROLLING_BY_INVITATION,,
ClinicalTrials.gov,NCT05236114,,,,TEMPUS GEMINI NSCLC STUDY: A Longitudinal Multi-Omic Biomarker Profiling Study of Patients With Non-Small Cell Lung Cancer (NSCLC),"GEMINI NSCLC Study is a non-interventional study that will be collecting clinical and molecular health information from patients with NSCLC who will receive longitudinal blood collection in addition to their standard of care therapy and disease surveillance with the goals of identifying the molecular evolution of lung cancer with standard of care therapy, and determining the utility of ctDNA dynamics to predict risk of recurrence and therapeutic outcomes.",Tempus AI,ClinicalTrials.gov,2022,https://clinicaltrials.gov/study/NCT05236114,NCT05236114,RECRUITING,,
ClinicalTrials.gov,NCT04966676,,,,Beyond Chemotherapy: Nivolumab-Ipilimumab With cfDNA-guided Treatment Intensification as a Chemotherapy-sparing Strategy in Metastatic Non-small Cell Lung Cancer,"The purpose of this research study is to look at how effective two drugs, nivolumab and ipilimumab, are for people with non-small lung cancer that has metastasized (has spread to other parts of the body) and to see what effects these drugs have on these tumors. The study will use a special blood test to evaluate the response of the cancer to treatment. This blood test will analyze tumor DNA present in the blood (deoxyribonucleic acid, molecules that contain instructions for the development and function of cells). Patients that do not have evidence of a good response using this blood test will also undergo a short course of chemotherapy in addition to nivolumab and ipilimumab.","University Health Network, Toronto",ClinicalTrials.gov,2021,https://clinicaltrials.gov/study/NCT04966676,NCT04966676,TERMINATED,,
ClinicalTrials.gov,NCT07119190,,,,Construction of a Perioperative Comprehensive Diagnosis and Treatment System for Lung Cancer in the Era of Neoadjuvant Immunotherapy,"The goal of this study is to develop and refine an integrated minimally invasive care pathway for resectable lung cancer in the immunotherapy era, establishing a novel precision perioperative immunotherapy paradigm encompassing original techniques and clinical applications. Lung cancer remains the leading cause of cancer-related mortality in China and globally, imposing a substantial disease burden on society. Although comprehensive treatment strategies centered on surgery have improved patient outcomes, and perioperative immunotherapy-particularly immune checkpoint inhibitors-has profoundly reshaped the therapeutic landscape, significant knowledge gaps and critical challenges persist in this field. These challenges include uncertain beneficiary populations, poorly understood immune mechanisms, inaccurate efficacy prediction, difficult determination of resection margins, controversial efficacy assessment, and lack of effective early warning for adverse reactions.

This study will systematically identify biomarkers for early diagnosis and recurrence monitoring through multi-omic analysis of peripheral blood immune cell subsets and non-invasive liquid biopsies; investigate the tumor immune microenvironment's role in immunotherapy response mechanisms and predict treatment efficacy via multi-omic studies of tissue specimens; develop novel AI- and radiomics-assisted pathological assessment systems and prognostic prediction models; implement perioperative symptom assessment for timely identification of immune-related adverse events (irAEs) while conducting prehabilitation training for perioperative nursing care.",Peking University People's Hospital,ClinicalTrials.gov,2025,https://clinicaltrials.gov/study/NCT07119190,NCT07119190,NOT_YET_RECRUITING,,
ClinicalTrials.gov,NCT06045767,,,,T-Cell Repertoire Sequencing: Assessing Pembrolizumab Efficacy in Advanced Non-small Lung Cancer,"This is a single site, non-randomized trial for the assessment of intravenous (IV) pembrolizumab (also known as MK-3475) combined with pemetrexed/platinum-based chemotherapy in subjects with advanced or metastatic non-squamous non-small lung cancer (NSCLC) who have not previously received systemic therapy for advanced disease and in whom directed therapy is not indicated. Approximately 30 subjects will be enrolled in this trial to examine the clonality and diversity dynamics matched with disease response evaluated by RECIST 1.1. Subjects will receive pembrolizumab 200 mg combined with pemetrexed and platinum (investigator's choice of cisplatin or carboplatin), as indicated below:

Pembrolizumab 200 mg + pemetrexed 500 mg/m2 (with vitamin supplementation) + cisplatin 75 mg/m2 OR carboplatin AUC 5, all on Day 1 every 3 weeks (Q3W) for 4 cycles followed by pembrolizumab 200 mg + pemetrexed 500 mg/m2 Q3W until progression.

Treatment with pembrolizumab and pemetrexed will continue until 35 trial treatments have been administered, documented disease progression or unacceptable adverse event(s).

Patients will be stratified according to clinical and histopathological parameters: 1. PD-L1 status (PD-L1 \>/= 1 or \<1) 2. Age \< 65 vs =\> 65 3. Smoking history yes vs no 4. Platinum chemotherapy: cisplatin vs. carboplatin 5. Immune-related adverse events (irAEs).

TCR repertoire clonality and diversity will serve as an assessment measure for treatment response, along with PET/CT-scans, tumor exomal profile and ctDNA dynamics.",Tel Aviv Medical Center,ClinicalTrials.gov,2023,https://clinicaltrials.gov/study/NCT06045767,NCT06045767,NOT_YET_RECRUITING,,
ClinicalTrials.gov,NCT06951399,,,,T-Cell Repertoire Sequencing: Assessing Pembrolizumab Efficacy in Advanced Non-Small Lung Cancer,"This study includes patients with advanced non-small cell lung cancer (NSCLC) - either unresectable stage III or stage IV adenocarcinoma without actionable driver mutations - who are treated with pembrolizumab in combination with platinum-based doublet chemotherapy, irrespective of PD-L1 expression levels.

The primary objective is to assess treatment response through integration of serial T-cell receptor (TCR) repertoire sequencing (Rep-seq), capturing longitudinal changes in T-cell clonality and diversity. These immune dynamics will be correlated with radiographic response assessed by RECIST 1.1, with the aim of improving the accuracy of response classification, including differentiation between progression, pseudo-progression, and hyperprogression.

Additionally, circulating tumor DNA (ctDNA) levels will be measured longitudinally (pre-treatment and during treatment) to evaluate their potential as a complementary biomarker of disease burden and treatment efficacy in the context of chemo-immunotherapy.",Rabin Medical Center,ClinicalTrials.gov,2025,https://clinicaltrials.gov/study/NCT06951399,NCT06951399,NOT_YET_RECRUITING,,
ClinicalTrials.gov,NCT03865511,,,,MELROSE: Phase 2 Study Evaluating MEchanisms of Resistance on Tumor Tissue and Liquid Biopsy in Patients With EGFR Mutated Nonpretreated Advanced Lung Cancer Receiving OSimErtinib Until and Beyond Radiological Progression : the MELROSE Trial,"Osimertinib is an epidermal growth factor receptor tyrosine kinase inhibitor (EGFR-TKI) that is selective for both EGFR-TKI sensitizing and T790M resistance mutations in patients with non-small-cell lung cancer.

The AURA 3 study (T790M-positive advanced non-small-cell lung cancer in progression after first-line EGFR-TKI therapy, shown that the median duration of progression-free survival was significantly longer with osimertinib than with platinum therapy plus pemetrexed (10.1 months vs. 4.4 months p\<0.001).

In addition, clinical data show that patients with mutated EGFR NSCLC receiving osimertinib in first line, presented an objective response rate of 77 % with a disease control rate of 98 % and a median PFS was 19.3 months.

Finally, The FLAURA study randomized phase 3 study clearly demonstrated the superiority of osimertinib compared with erlotinib or gefitinib in EGFR mutated nonpretreated NSCLC (median PFS of 18.9 months versus 10.2 months).

However, several issues remain unknown or debated :

* What are the mechanisms of resistance to osimertinib prescribed in first-line?
* What are the consequences of prolonged exposure to osimertinib on the expression of markers of response to immunotherapy?
* Is there an association between kinetic parameters of ctDNA (circulating tumor DNA) and prediction of response to osimertinib and/ or and prediction of therapeutic escape under osimertinib? In order to respond to all these questions, this phase II trial will be the first to systemically analyze the mechanisms of resistance to Osimertinib based on the analysis of biopsy, and collection of plasma from all patients during the course of treatment.",Nantes University Hospital,ClinicalTrials.gov,2019,https://clinicaltrials.gov/study/NCT03865511,NCT03865511,UNKNOWN,,
ClinicalTrials.gov,NCT04585477,,,,Adjuvant ctDNA-Adapted Personalized Treatment in Early Stage NSCLC (ADAPT-E),"In this study circulating tumor DNA (ctDNA) blood testing is used to detect the residual blood cancer. If residual cancer using this blood test is detected there may be at higher risk of having the cancer return. The study is going to test whether or not the number of circulating cancer cells detected in the blood can be reduced by administration durvalumab after the standard treatment if you are tested positive for the residual cancer. Primary Objective:

The primary objective of this study is to measure the change in ctDNA from trial enrollment to after 2 cycles of adjuvant durvalumab in subjects with stage I to III NSCLC who had positive ctDNA following definitive treatment with surgery or radiation and completion of adjuvant standard of care chemotherapy. Secondary Objectives

1. To compare disease free survival (DFS)
2. To compare overall survival (OS)
3. To evaluate the frequency and severity of toxicity
4. To evaluate the severity of toxicity",Stanford University,ClinicalTrials.gov,2020,https://clinicaltrials.gov/study/NCT04585477,NCT04585477,SUSPENDED,,
ClinicalTrials.gov,NCT06902272,,,,A Phase 2 Study of Circulating Tumor DNA to Predict Response to Neoadjuvant Treatment and De-escalation Adjuvant Immunotherapy in Early-Stage NSCLC (DNA-PREDICT),The purpose of this study is to determine if a blood test called circulating tumor DNA (ctDNA) can be used to predict how well patients will respond to treatment and if there is any cancer left after surgery. The investigators will also study if a drug called pembrolizumab can help prevent the cancer from coming back in patients who are ctDNA-positive or who have evidence of cancer after treatment and surgery.,University of Miami,ClinicalTrials.gov,2025,https://clinicaltrials.gov/study/NCT06902272,NCT06902272,RECRUITING,,
ClinicalTrials.gov,NCT03986463,,,,CIrculating Tumour DNA in Lung Cancer (CITaDeL): Optimizing Sensitivity and Clinical Utility,"This is a prospective observation study in patients with non-small cell lung cancer (NSCLC) starting either cytotoxic chemotherapy or radiation therapy. It will assess changes in circulating tumor DNA (ctDNA) in the days following the initiation of treatment, as well as longitudinal monitoring, to assess the dynamics and value of ctDNA in stage III-IV NSCLC. The study consists of three cohorts of patients initiating a new treatment for their NSCLC. The cohorts of (1) patients starting concurrent chemotherapy and radiation for stage III NSCLC (2) patients with advanced NSCLC starting cytotoxic chemotherapy (with or without pembrolizumab) (3) patients with advanced NSCLC starting palliative radiation therapy. This study aims to study the changes in ctDNA levels following a new treatment in lung cancer patients and to explore if the diagnostic utility of ctDNA testing is improved immediately following treatment when tumour cells are actively dying. It will also examine the changes in ctDNA levels and mutational analysis longitudinally.",London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,ClinicalTrials.gov,2019,https://clinicaltrials.gov/study/NCT03986463,NCT03986463,COMPLETED,,
ClinicalTrials.gov,NCT04966663,,,,From Liquid Biopsy to Cure: Using ctDNA Detection of Minimal Residual Disease to Identify Patients for Curative Therapy After Lung Cancer Resection,"This is a study to look at whether the presence of circulating tumour DNA (ctDNA) in the blood can help to predict whether giving adjuvant treatment after surgery can decrease the chance of the cancer coming back in people with lung cancer. For people who have early stage non-small cell lung cancer (NSCLC), the usual treatment is surgery. For many people, surgery is enough to get rid of all the cancer. However, for some people, there may be a little bit of cancer remaining. If there is some cancer left over, it may lead to the cancer regrowing. This is called relapse.

Many cancers shed little bits of their DNA (deoxyribonucleic acid, molecules that contain instructions for how cells develop and function) into the bloodstream. A blood test can be used to test for the amount of circulating tumour DNA (ctDNA). Some studies have shown that the presence of ctDNA in the blood may predict cancer recurrence.

The purpose of this research study is to see if adjuvant treatment (additional treatment given after primary treatment) can help decrease the risk of the cancer recurring in people with lung cancer who have ctDNA detected in their blood after surgery.","University Health Network, Toronto",ClinicalTrials.gov,2021,https://clinicaltrials.gov/study/NCT04966663,NCT04966663,RECRUITING,,
